Date,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2015-09-23,,141.0,,,,12.900399208068848,77.5855712890625,12.985721588134766,77.72893524169922,2.4520065784454346,13.109813690185547,0.5092621445655823,4977,,61146593,1176743,
2015-09-24,,,,,,,,,,,,,4548,1588852,68414893,1693265,
2015-09-25,,,,,,,,,,,,,3701,,81531503,2118629,60994
2015-09-26,,,,,,,,,,,,,907,455018,85661195,46772,
2015-09-27,,,,,,,,,,,,,1758,1191516,83673268,1375776,
2015-09-28,,,,,,,,,,,,,3015,,77543452,1458036,
2015-09-29,,,,,,,,,,,,,4601,4469355,78747153,1918035,
2015-09-30,,,,,,,,,,,,,3197,2493729,70074604,577307,
2015-10-01,,,,,,,,,,,,,2304,,79292992,1525858,
2015-10-02,,,,,,,,,,,,,13662,2442581,68751207,6435096,
2015-10-03,,,,,,,,,,,,,13036,,62446726,7815785,
2015-10-04,,,,,,,,,,,,,5385,,66814573,2790941,
2015-10-05,,,,,,,,,,,,,2640,,82745813,1588460,
2015-10-06,,,,,,,,,,,,,1763,1395441,78438859,928008,
2015-10-07,,,,,,,,,,,,,1541,3129926,73633883,90346,
2015-10-08,,,,,,,,,,,,,2249,4345600,75653149,961064,
2015-10-09,,,,,,12.901240348815918,77.58953094482422,12.968690872192383,77.63837432861328,2.1891160011291504,14.210693359375,0.516409695148468,2819,,69656664,1219372,
2015-10-10,,31.419315338134766,,,,12.901300430297852,77.59016418457031,12.96859359741211,77.63823699951172,6.878998756408691,13.479185104370117,0.520044207572937,3586,2180011,69214768,1135147,
2015-10-11,,30.0,,,,12.901293754577637,77.5838394165039,13.11363697052002,77.60673522949219,12.688708305358887,20.982833862304688,3.902177095413208,8154,,58736129,3242401,
2015-10-12,,505.0,,,,18.926837921142578,72.80863189697266,19.094480514526367,72.85692596435547,1.2991071939468384,20.825407028198242,0.5033039450645447,24303,,39746821,15739197,
2015-10-13,,,,,,12.90150260925293,77.59011840820312,12.901884078979492,77.5904541015625,1.572777271270752,2.3407232761383057,0.6116894483566284,3611,,72569310,1234456,
2015-10-14,,,,,,12.901172637939453,77.59030151367188,12.901725769042969,77.59043884277344,0.7677767276763916,0.8179365992546082,0.554227888584137,6536,920503,74601179,2627373,
2015-10-15,,,,,,,,,,,,,9793,1595008,41504994,6328451,
2015-10-16,,,,,,,,,,,,,12183,991428,66657787,7326659,
2015-10-17,,,,,,,,,,,,,6467,,73629550,5473342,
2015-10-18,,,,,,51.80354690551758,20.381362915039062,52.23106384277344,21.0214786529541,0.8630567789077759,1.0300428867340088,0.5971947908401489,17386,1008283,63051136,10534650,213749
2015-10-19,,2834.70361328125,,,,52.20679473876953,21.012102127075195,52.239749908447266,21.03255844116211,1.2109943628311157,15.773665428161621,0.5093167424201965,21816,,61897470,13283190,
2015-10-20,,5107.79345703125,,,,52.22997283935547,20.992284774780273,52.250633239746094,21.02219581604004,1.5902082920074463,8.568406105041504,0.510569155216217,22311,,68049158,14512547,
2015-10-21,,1040.904541015625,,,,52.17243957519531,-6.3166632652282715,53.42798614501953,21.014854431152344,2.1309397220611572,13.294340133666992,0.5069564580917358,20182,,34469648,12469640,
2015-10-22,,861.0,,,,52.66685104370117,-9.347712516784668,53.35110855102539,-6.2523393630981445,10.614322662353516,28.046138763427734,0.5159185528755188,18176,,38776690,12082380,
2015-10-23,,1915.9405517578125,,,,53.341407775878906,-6.286504745483398,53.3486213684082,-6.258856773376465,0.8128042817115784,3.303553819656372,0.5017057657241821,17429,794886,59493069,10693638,
2015-10-24,,3232.1103515625,,,,53.336875915527344,-6.268427848815918,53.3522834777832,-6.250931262969971,1.2090041637420654,5.419740200042725,0.504048764705658,16034,,50312264,9806116,
2015-10-25,,1774.0,,,,53.34062576293945,-6.268130779266357,53.352630615234375,-6.250202655792236,1.2731907367706299,2.4969544410705566,0.6497401595115662,8338,1400858,65613736,4025696,
2015-10-26,,1252.6517333984375,,,,47.42101287841797,-6.269349575042725,53.42961120605469,19.26219367980957,1.4364354610443115,18.351503372192383,0.5020260214805603,13314,3190725,44588193,8925585,
2015-10-27,,4636.24951171875,,,,47.48273849487305,19.049108505249023,47.5072135925293,19.08181381225586,1.460875391960144,23.413366317749023,0.5013357400894165,16726,8191900,58565099,9116629,
2015-10-28,,2215.82666015625,,,,47.4931640625,19.044967651367188,47.508575439453125,19.06999397277832,2.6460280418395996,14.26037311553955,0.5016905665397644,16424,1547024,62115790,10476679,
2015-10-29,,2056.29345703125,,,,47.494422912597656,19.032567977905273,47.50834274291992,19.074453353881836,1.1216365098953247,7.3334736824035645,0.5077453255653381,18962,3026343,64311281,11304259,
2015-10-30,,774.0,,,,47.494773864746094,19.051651000976562,47.518192291259766,19.078630447387695,1.233052134513855,2.3731839656829834,0.5003287196159363,18202,2106658,67779416,10384308,
2015-10-31,,2676.12841796875,,,,47.49408721923828,19.058670043945312,47.50642013549805,19.06740951538086,1.3351210355758667,8.190143585205078,0.5026986598968506,13678,451271,73942654,7971659,
2015-11-01,,234.0,,,,12.901276588439941,77.58360290527344,13.200108528137207,77.7099380493164,0.7506023645401001,1.4634320735931396,0.5087069272994995,2208,,55631982,1855971,
2015-11-02,,,,,,12.901518821716309,77.59033966064453,12.903141021728516,77.5904769897461,,,,2690,528879,77651329,1300672,
2015-11-03,,450.0,,,,12.9008207321167,77.5857925415039,12.983138084411621,77.72299194335938,2.0047264099121094,13.337143898010254,0.5010042190551758,4226,,62029788,1527266,
2015-11-04,,,,,,,,,,,,,916,1601834,82793714,,
2015-11-05,,437.0,,,,12.900880813598633,77.590087890625,12.90327262878418,77.59070587158203,1.3113889694213867,2.2825214862823486,0.5032212734222412,2999,,83303695,1441312,
2015-11-06,,,,,,,,,,,,,3210,,80577053,659083,
2015-11-07,,,,,,12.875850677490234,77.58235931396484,12.90307903289795,77.59810638427734,1.8515979051589966,9.236042022705078,0.5011774897575378,3620,1368671,71533055,768324,
2015-11-08,,,,,,12.900166511535645,77.59033203125,12.901951789855957,77.59078216552734,1.689433217048645,5.990976810455322,0.5184162855148315,2498,,84312640,251401,
2015-11-09,,,,,,12.90114688873291,77.58901977539062,12.932953834533691,77.62312316894531,1.022995948791504,7.12832498550415,0.5063831806182861,3992,2245839,69278762,645589,
2015-11-10,,,,,,,,,,,,,2541,,74721664,1297632,
2015-11-11,,,,,,12.857522964477539,74.8389663696289,13.097023963928223,77.59048461914062,12.35859489440918,31.667749404907227,0.5006110668182373,3067,,45310469,615449,
2015-11-12,,,,,,12.882205963134766,74.73605346679688,13.349838256835938,74.8397216796875,0.9218794703483582,15.085622787475586,0.5093148350715637,5824,,61349749,4139077,
2015-11-13,,,,,,14.00642204284668,74.50933074951172,14.058830261230469,74.53709411621094,14.620351791381836,16.056020736694336,13.184682846069336,13566,,41874500,8538859,
2015-11-14,,,,,,12.955835342407227,75.38475036621094,12.955835342407227,75.38475036621094,,,,5815,,54832286,2654178,
2015-11-15,,,,,,12.858686447143555,76.10957336425781,13.09919261932373,77.57324981689453,3.2724149227142334,19.91454315185547,0.5128483772277832,6593,,45138063,4846195,
2015-11-16,,,,,,,,,,,,,2904,1805445,72621706,1364421,
2015-11-17,,,,,,,,,,,,,3287,,76860382,1252893,101187
2015-11-18,,,,,,,,,,,,,1124,,80641167,,
2015-11-19,,431.0,,,,12.901360511779785,77.58900451660156,12.90640640258789,77.59053802490234,,,,3860,1409070,76744281,1666836,
2015-11-20,,,,,,,,,,,,,7111,1765820,72808778,3812412,
2015-11-21,,,,,,,,,,,,,5218,,77101780,2324621,
2015-11-22,,,,,,,,,,,,,518,717694,80180277,,
2015-11-23,,,,,,,,,,,,,3511,,83972443,1208278,
2015-11-24,,,,,,,,,,,,,8141,6043410,71368186,5458993,
2015-11-25,,384.0,,,,12.90085506439209,77.58573150634766,12.973828315734863,77.69650268554688,1.374781847000122,13.932764053344727,0.5038436055183411,8012,,58198883,4593614,
2015-11-26,,,,,,,,,,,,,3959,,78810646,2785904,
2015-11-27,,,,,,,,,,,,,7123,,69046622,3367447,
2015-11-28,,,,,,,,,,,,,2585,,70808267,2060592,
2015-11-29,,,,,,,,,,,,,1943,,83739020,973863,
2015-11-30,,,,,,,,,,,,,1651,,84882480,997694,
2015-12-01,,,,,,,,,,,,,2070,,81914657,1169037,
2015-12-02,,,,,,,,,,,,,10087,,86400000,,
2015-12-03,,,,,,,,,,,,,4440,,70981139,,
2015-12-04,,84.08373260498047,,,,12.901524543762207,77.59015655517578,12.92194652557373,77.65158081054688,1.5556504726409912,2.1486222743988037,0.5263685584068298,3741,955003,49898583,2232487,
2015-12-05,,3552.51806640625,,,,12.901460647583008,77.57999420166016,12.977072715759277,77.60734558105469,0.6038932800292969,1.2210065126419067,0.5047739148139954,6448,870840,64769149,3830546,
2015-12-06,,,,,,12.901264190673828,77.58843994140625,12.993415832519531,77.60033416748047,1.809295654296875,3.6717171669006348,0.5124781727790833,3031,,72851569,2447294,
2015-12-07,,,,,,,,,,,,,4809,,64553038,2087776,
2015-12-08,,,,,,,,,,,,,4776,3673011,69770364,1936990,
2015-12-09,,,,,,,,,,,,,3514,,78774667,1855370,
2015-12-10,,,,,,,,,,,,,5657,1027146,75917294,3843488,
2015-12-11,,,,,,,,,,,,,6859,,71599973,3293946,
2015-12-12,,,,,,12.9014310836792,77.56912994384766,12.923919677734375,77.59040069580078,,,,9073,,83120452,1964348,
2015-12-13,,6.652995586395264,,,,12.901226997375488,77.59022521972656,13.201454162597656,77.70979309082031,2.0788488388061523,13.235692977905273,0.9014726877212524,9315,2510871,59486585,6527811,
2015-12-14,,,,,,19.09307098388672,72.85639953613281,19.13130760192871,72.9161148071289,0.8379399180412292,1.4704067707061768,0.5042887926101685,20208,,62411691,11488760,
2015-12-15,,118.0,,,,13.199338912963867,72.87040710449219,19.13095474243164,77.71000671386719,3.788557291030884,15.560900688171387,0.5063042044639587,7134,1116001,57822583,4300190,
2015-12-16,,,,,,12.901141166687012,77.54791259765625,13.016138076782227,77.59205627441406,2.460883617401123,12.687573432922363,0.522800624370575,3954,568725,72264453,1814287,
2015-12-17,,,,,,,,,,,,,3417,,78446948,1262513,
2015-12-18,,,,,,,,,,,,,5497,1618550,80384044,2604160,
2015-12-19,,,,,,12.906250953674316,77.57353973388672,12.916848182678223,77.59168243408203,1.7117524147033691,1.7117524147033691,1.7117524147033691,9318,,70268152,4886024,
2015-12-20,,,,,,12.901226043701172,77.59039306640625,12.933932304382324,77.6273422241211,,,,821,,78603518,385668,
2015-12-21,,,,,,,,,,,,,1765,2794232,82557419,207194,
2015-12-22,,,,,,,,,,,,,3152,794988,82636165,1064220,
2015-12-23,,,,,,,,,,,,,2642,,86298217,71697,
2015-12-24,,,,,,,,,,,,,3498,,80350284,1916261,
2015-12-25,,,,,,12.90147590637207,77.58016967773438,12.907139778137207,77.59046173095703,1.1536027193069458,1.8050435781478882,0.5021618604660034,2080,,77488492,966011,
2015-12-26,,,,,,,,,,,,,4950,,81529872,3396314,
2015-12-27,,,,,,,,,,,,,3200,,86400000,,
2015-12-28,,271.73974609375,,,,12.901277542114258,77.59036254882812,12.930286407470703,77.69044494628906,5.0,5.0,5.0,10054,,72229437,5802000,
2015-12-29,,490.0,,,,12.901278495788574,77.59021759033203,12.906386375427246,77.5936508178711,1.1981786489486694,1.3579260110855103,1.109702229499817,4661,,70944509,2970584,
2015-12-30,,,,,,,,,,,,,1609,,84199706,83222,
2015-12-31,,,,,,,,,,,,,2273,,77486557,407559,
2016-01-01,,,,,,,,,,,,,2160,,84259090,1062744,
2016-01-02,,,,,,,,,,,,,935,,84621308,61930,
2016-01-03,,83.9051513671875,,,,12.901162147521973,77.58877563476562,12.934562683105469,77.6122817993164,,,,3584,1974049,78258260,2366618,
2016-01-04,,,,,,,,,,,,,4931,,77748202,2978354,
2016-01-05,,,,,,,,,,,,,1708,,80897409,43564,
2016-01-06,,,,,,,,,,,,,2142,713313,78231306,1279448,
2016-01-07,,,,,,,,,,,,,4041,1630954,68295530,1573621,
2016-01-08,,,,,,,,,,,,,2087,,77554000,1208995,
2016-01-09,,,,,,,,,,,,,3939,,71603830,2618163,
2016-01-10,,,,,,,,,,,,,3586,1803717,73242463,1757610,
2016-01-11,,,,,,,,,,,,,6194,,72233378,3374003,
2016-01-12,,,,,,,,,,,,,7936,,70569037,4955043,
2016-01-13,,,,,,,,,,,,,8044,1439494,76382263,4007482,
2016-01-14,,,,,,,,,,,,,6256,,75598458,4174049,
2016-01-15,,,,,,,,,,,,,11933,,82677352,3444291,
2016-01-16,,,,,,,,,,,,,8633,,85812094,587906,
2016-01-17,,,,,,,,,,,,,7174,,86400000,,
2016-01-18,,,,,,,,,,,,,5290,,86400000,,
2016-01-19,,1559.0,,,,12.901278495788574,77.58612823486328,12.911952018737793,77.59053039550781,1.7841931581497192,3.825263500213623,0.6027603149414062,8132,,83010014,2926069,
2016-01-20,,226.33389282226562,,,,12.901009559631348,77.59017944335938,12.938043594360352,77.69603729248047,2.140730142593384,2.140730142593384,2.140730142593384,10502,,70580420,4299203,
2016-01-21,,,,,,,,,,,,,11475,,86280665,119335,
2016-01-22,,,,,,,,,,,,,12587,,19127462,,
2016-01-23,,,,,,,,,,,,,4104,,,,
2016-01-24,,,,,,,,,,,,,3895,,,,
2016-01-25,,,,,,,,,,,,,6323,,,,
2016-01-26,,,,,,,,,,,,,12037,,,,
2016-01-27,,,,,,,,,,,,,10739,,,,
2016-01-28,,,,,,,,,,,,,10504,,,,
2016-01-29,,,,,,,,,,,,,4982,,51342226,,
2016-01-30,,,,,,,,,,,,,7291,,86400000,,
2016-01-31,,,,,,,,,,,,,2308,,86400000,,
2016-02-01,,,,,,,,,,,,,7427,,79920741,4282440,
2016-02-02,,,,,,,,,,,,,9651,,73936722,5573539,795926
2016-02-03,,,,,,,,,,,,,4532,1489274,79802461,1950193,
2016-02-04,,,,,,,,,,,,,4261,,79179477,1610030,
2016-02-05,,,,,,,,,,,,,5731,,86400000,,
2016-02-06,,,,,,,,,,,,,6423,,86400000,,
2016-02-07,,,,,,,,,,,,,8298,617310,70961873,4336832,
2016-02-08,,,,,,,,,,,,,2035,4857336,79970531,1047488,
2016-02-09,,,,,,13.006089210510254,77.57209014892578,13.02387523651123,77.57933044433594,5.422463417053223,10.70152759552002,1.1480337381362915,2116,,72959433,749299,
2016-02-10,,114.14190673828125,,,,12.901036262512207,77.54444122314453,17.237119674682617,78.42964935302734,3.9770987033843994,6.967703819274902,0.9866531491279602,5435,895111,58170146,2415388,
2016-02-11,,176.0,,,,17.40033721923828,78.4498062133789,17.444820404052734,78.4776382446289,,,,3741,,66159056,2398008,
2016-02-12,,,,,,17.41659164428711,78.47986602783203,17.443452835083008,78.54418182373047,,,,3789,,50114838,2217865,
2016-02-13,,,,,,,,,,,,,5181,,60467659,3438809,
2016-02-14,,124.31269073486328,,,,12.900995254516602,77.5852279663086,13.143473625183105,77.61836242675781,,,,6623,,61439992,3945837,
2016-02-15,,,,,,,,,,,,,3267,789567,80281771,1344809,
2016-02-16,,,,,,,,,,,,,2448,4473235,76341780,584047,
2016-02-17,,,,,,,,,,,,,1634,1111402,79891919,370484,
2016-02-18,,,,,,,,,,,,,1830,1572273,75345527,155012,
2016-02-19,,,,,,,,,,,,,9115,1194978,71510549,5005485,
2016-02-20,,,,,,,,,,,,,9022,739221,57258907,5210668,227745
2016-02-21,,,,,,,,,,,,,7247,,65913901,3283090,
2016-02-22,,,,,,,,,,,,,3239,2292648,69786111,1168443,
2016-02-23,,,,,,,,,,,,,11522,,85682954,,
2016-02-24,,252.00001525878906,,,,12.900866508483887,77.58589935302734,12.938437461853027,77.69624328613281,1.1820950508117676,1.5329645872116089,0.646264374256134,5852,955100,75418639,3050244,
2016-02-25,,,,,,,,,,,,,5029,5910144,71220273,2518946,
2016-02-26,,,,,,,,,,,,,1446,3991766,81384247,,
2016-02-27,,,,,,12.90162181854248,77.59029388427734,12.987140655517578,77.73651123046875,6.847269535064697,11.062089920043945,2.63244891166687,3634,,57430908,2413130,
2016-02-28,,,,,,,,,,,,,4310,,80227537,2581109,
2016-02-29,,,,,,,,,,,,,2244,2247960,80749574,886189,
2016-03-01,,1280.665283203125,,,,12.901573181152344,77.59009552001953,12.909499168395996,77.59588623046875,0.6891791820526123,1.345873236656189,0.5046348571777344,5029,5199587,74929987,2751196,
2016-03-02,,,,,,,,,,,,,2073,3187096,81150582,1369989,
2016-03-03,,,,,,,,,,,,,3420,1740130,78218390,2177092,
2016-03-04,,300.1037902832031,,,,12.90134334564209,77.58560180664062,12.94400691986084,77.69708251953125,1.679352045059204,1.7066751718521118,1.6520287990570068,10343,,67522478,5873279,
2016-03-05,,1182.0,,,,12.901081085205078,77.5899658203125,12.910710334777832,77.59588623046875,1.3995671272277832,2.2074131965637207,0.5080282688140869,5633,,76477434,3730990,
2016-03-06,,372.0,,,,12.866994857788086,77.5757064819336,12.90349006652832,77.5908432006836,1.6829040050506592,3.801957368850708,0.5598837733268738,5519,1059203,70275902,3066040,
2016-03-07,,,,,,12.900589942932129,77.58568572998047,12.92614459991455,77.59294128417969,,,,2839,2186580,75798959,1237036,
2016-03-08,,,,,,,,,,,,,1606,,81244701,1405909,
2016-03-09,,,,,,,,,,,,,7651,1120129,84828371,267785,
2016-03-10,,,,,,,,,,,,,2308,,75742097,,
2016-03-11,,,,,,,,,,,,,3013,,64836119,1737054,
2016-03-12,,31.926860809326172,,,,12.901665687561035,77.59040069580078,12.963912963867188,77.64176940917969,,,,7643,,64242379,3674287,
2016-03-13,,,,,,,,,,,,,5266,585628,59686502,1388714,
2016-03-14,,,,,,,,,,,,,4916,1057442,74923378,2770933,
2016-03-15,,,,,,,,,,,,,3794,1500718,81594541,1155039,
2016-03-16,,,,,,,,,,,,,8470,,86400000,,
2016-03-17,,,,,,,,,,,,,8505,,86400000,,
2016-03-18,,,,,,,,,,,,,5835,,86400000,,
2016-03-19,,,,,,,,,,,,,7593,,86400000,,
2016-03-20,,,,,,,,,,,,,4993,,86400000,,
2016-03-21,,,,,,12.907732963562012,77.59581756591797,12.979887008666992,77.66447448730469,,,,7624,,79766140,727200,
2016-03-22,,12.814297676086426,,,,12.901595115661621,77.5903549194336,12.979763984680176,77.66436004638672,,,,5141,,47654127,2792632,
2016-03-23,,,,,,12.9014892578125,77.59033966064453,12.979734420776367,77.66345977783203,,,,4898,,66629572,2880453,
2016-03-24,,,,,,,,,,,,,4597,,72069614,2989189,
2016-03-25,,,,,,,,,,,,,7687,888107,75386517,4742100,
2016-03-26,,,,,,,,,,,,,4367,382860,65820199,2236839,
2016-03-27,,,,,,,,,,,,,7135,,77389428,4359099,
2016-03-28,,,,,,,,,,,,,9048,,64796531,5548211,
2016-03-29,,,,,,,,,,,,,6459,899491,76694226,4385527,
2016-03-30,,,,,,,,,,,,,5454,740971,79478369,3241327,
2016-03-31,,,,,,,,,,,,,7381,,79956842,4980013,
2016-04-01,,,,,,,,,,,,,5894,1248549,74367692,3238060,
2016-04-02,,,,,,,,,,,,,14964,,60876430,7411693,
2016-04-03,,,,,,,,,,,,,10022,1458300,53350179,4712443,
2016-04-04,,,,,,,,,,,,,7467,4455235,72161895,3468478,
2016-04-05,,,,,,,,,,,,,2925,3110617,79263604,1491114,
2016-04-06,,,,,,,,,,,,,7807,4486906,62776924,3307015,
2016-04-07,,,,,,,,,,,,,8302,1039517,73758935,6204778,
2016-04-08,,,,,,12.901532173156738,77.59033966064453,12.903242111206055,77.59051513671875,0.7531978487968445,0.8649816513061523,0.6414140462875366,5010,,42386393,3805038,
2016-04-09,,,,,,37.614654541015625,-122.38928985595703,37.61493682861328,-122.38906860351562,,,,4437,1007970,20826687,1508547,
2016-04-10,,,,,,37.40228271484375,-121.96068572998047,37.423587799072266,-121.91975402832031,,,,4290,,71419106,2014643,
2016-04-11,,1069.0,,,,37.4209098815918,-121.92399597167969,37.42398452758789,-121.91847229003906,1.267945647239685,2.718038558959961,0.501440703868866,13932,,69039892,9371142,
2016-04-12,,269.0,,,,37.42085266113281,-121.91993713378906,37.423980712890625,-121.91624450683594,1.2729536294937134,1.5294067859649658,1.0987259149551392,17234,,72751913,9956416,
2016-04-13,,,,,,37.4089241027832,-121.93907928466797,37.419837951660156,-121.93197631835938,,,,11719,340236,68055781,10651821,76328
2016-04-14,,777.0615234375,,,,37.41126251220703,-121.93927001953125,37.43207550048828,-121.91502380371094,0.678601086139679,0.8602516651153564,0.5478566288948059,14760,,70372564,7717772,
2016-04-15,,2407.0,,,,37.384864807128906,-121.99510955810547,37.412235260009766,-121.93218994140625,1.3198813199996948,2.0292513370513916,0.5649486780166626,18481,991255,63689036,15816962,
2016-04-16,,,,,,37.40327072143555,-121.94175720214844,37.403297424316406,-121.94166564941406,,,,7899,,58032759,4822090,
2016-04-17,,,,,,,,,,,,,3601,,57269359,2124026,
2016-04-18,,,,,,,,,,,,,9141,,65140509,4942698,
2016-04-19,,1758.3497314453125,,,,37.41118240356445,-121.93695831298828,37.431400299072266,-121.9109115600586,1.8770784139633179,2.4649298191070557,1.290406346321106,9681,,53619258,5481950,
2016-04-20,,285.0,,,,37.41082000732422,-121.93706512451172,37.428375244140625,-121.91966247558594,,,,9534,,68379877,5091952,
2016-04-21,,146.0,,,,37.40234375,-121.94255828857422,37.42839431762695,-121.91831970214844,5.447768688201904,15.152228355407715,0.6103983521461487,4858,,63068310,2922028,
2016-04-22,,2034.200439453125,,,,37.38533401489258,-122.08423614501953,37.43189239501953,-121.91764068603516,0.7357757687568665,10.320569038391113,0.5379143357276917,12232,,56209701,8000764,
2016-04-23,,1608.8114013671875,,,,37.38639831542969,-122.08041381835938,37.42354202270508,-121.91104125976562,0.6808489561080933,1.8189018964767456,0.5078197717666626,12011,,57788187,7855465,
2016-04-24,,,,,,37.386722564697266,-121.99765014648438,37.42361831665039,-121.91828918457031,,,,7907,1908561,61389452,5147152,
2016-04-25,,,,,,,,,,,,,10339,1642971,66849706,6144296,
2016-04-26,,649.0,,,,37.4113883972168,-121.93473052978516,37.42359161376953,-121.91314697265625,,,,11697,,70176478,7919111,
2016-04-27,,1871.0,,,,37.41057205200195,-121.93943786621094,37.42375946044922,-121.91615295410156,5.376495361328125,11.67488956451416,0.5438055992126465,11943,,71629372,7851565,
2016-04-28,,,,,,37.41032028198242,-121.93775939941406,37.42839431762695,-121.91309356689453,6.828964710235596,21.50454330444336,0.5042238235473633,4968,,63313542,3514256,
2016-04-29,,367.14642333984375,,,,37.39017105102539,-122.08094787597656,37.42839431762695,-121.91819763183594,0.9159078598022461,1.409684419631958,0.5383834838867188,5019,590374,67030760,2944872,
2016-04-30,,,,,,37.37428283691406,-122.38960266113281,37.6152458190918,-121.90406036376953,1.0267972946166992,25.139488220214844,0.5043911337852478,2349,,43975518,1036217,
2016-05-01,,,,,,28.554624557495117,77.08547973632812,28.556516647338867,77.09644317626953,6.94053840637207,12.134550094604492,0.6790050268173218,1651,,30969459,1251175,
2016-05-02,,,,,,28.603076934814453,77.2921371459961,28.603076934814453,77.2921371459961,,,,4244,,71919597,1810918,
2016-05-03,,205.0,,,,28.57073211669922,77.2900161743164,28.603713989257812,77.32605743408203,0.749830961227417,1.0458346605300903,0.5404939651489258,4815,2698320,73312485,2637616,
2016-05-04,,,,,,13.119245529174805,77.11672973632812,28.60376739501953,77.70992279052734,3.550910711288452,21.01258659362793,0.5059707164764404,5321,,52653184,3972434,
2016-05-05,,,,,,12.90158462524414,77.59025573730469,12.90324878692627,77.59046936035156,,,,6232,4400765,76007397,3886257,
2016-05-06,,,,,,,,,,,,,5681,1522731,80194713,2833895,
2016-05-07,,,,,,,,,,,,,6332,367218,71612800,3508634,
2016-05-08,,,,,,,,,,,,,3260,,78973238,1418907,
2016-05-09,,1146.0,,,,12.902886390686035,77.58563232421875,12.916991233825684,77.5926742553711,4.194156646728516,6.719638347625732,0.5800920724868774,5743,1886040,74503644,2995898,
2016-05-10,,,,,,,,,,,,,6982,1568630,61247691,3568832,
2016-05-11,,,,,,,,,,,,,5616,1268759,78799922,882068,
2016-05-12,,1049.3197021484375,,,,12.901116371154785,77.59024047851562,12.936774253845215,77.6967544555664,2.053098440170288,3.3121683597564697,0.5055676698684692,11992,649323,66929536,7395715,
2016-05-13,,2722.669921875,,,,12.889555931091309,77.58183288574219,12.923990249633789,77.59507751464844,1.881442904472351,11.040468215942383,0.5151225328445435,10190,2787190,66850178,5802591,
2016-05-14,,1255.7662353515625,,,,12.91252613067627,77.59971618652344,12.975247383117676,77.61280059814453,1.5059467554092407,3.5523130893707275,0.508709728717804,16093,896293,60512632,10485477,
2016-05-15,,181.0,,,,12.90161418914795,77.59030151367188,12.903252601623535,77.59065246582031,,,,8683,758570,64797022,5122073,
2016-05-16,,74.15299224853516,,,,12.907007217407227,77.59894561767578,12.979700088500977,77.6068344116211,2.360142946243286,7.572389125823975,0.6268801093101501,6761,836098,63109994,4859101,
2016-05-17,,273.0,,,,12.90168285369873,77.58966064453125,12.980998992919922,77.6416015625,1.1636714935302734,15.835041046142578,0.6034941673278809,8500,,66632118,4132809,
2016-05-18,,,,,,,,,,,,,10928,6560941,61199536,6010044,
2016-05-19,,,,,,,,,,,,,6569,,75536622,3415932,
2016-05-20,,,,,,,,,,,,,9621,,83686661,1740663,
2016-05-21,,142.5399627685547,,,,12.900769233703613,77.5651626586914,13.005146026611328,77.59063720703125,5.133156776428223,8.920543670654297,0.521202027797699,4478,,71899797,2575004,
2016-05-22,,,,,,,,,,,,,10510,,43949270,6729851,
2016-05-23,,,,,,,,,,,,,3206,,74301583,1541876,
2016-05-24,,,,,,,,,,,,,10486,86319,62824012,6261813,
2016-05-25,,,,,,11.313785552978516,77.7107925415039,12.763932228088379,77.82913970947266,3.775738000869751,12.309829711914062,0.5145249366760254,13399,,40571907,8828024,66871
2016-05-26,,,,,,,,,,,,,5573,,68224706,1840670,
2016-05-27,,,,,,11.339323997497559,77.6754150390625,11.463201522827148,77.92940521240234,6.0615081787109375,19.879121780395508,0.521721363067627,6560,,37136478,4977280,
2016-05-28,,,,,,12.900708198547363,77.56492614746094,13.005176544189453,77.59041595458984,0.9705193042755127,10.0115327835083,0.5043537616729736,1391,,76672981,243974,
2016-05-29,,,,,,,,,,,,,3293,,86400000,,
2016-05-30,,,,,,12.894808769226074,77.58654022216797,12.901718139648438,77.5904312133789,1.4365538358688354,2.375072956085205,0.5887054204940796,7383,,85796490,,
2016-05-31,,,,,,,,,,,,,5832,,86400000,,
2016-06-01,,,,,,,,,,,,,11260,,86400000,,
2016-06-02,,,,,,,,,,,,,13088,,86400000,,
2016-06-03,,,,,,,,,,,,,9873,,86400000,,
2016-06-04,,10.02695369720459,,,,12.901124000549316,77.5652084350586,13.005298614501953,77.59062957763672,1.1503069400787354,8.817767143249512,0.5108579397201538,2604,,77639952,768331,
2016-06-05,,,,,,12.901226997375488,77.58975219726562,12.902605056762695,77.59185028076172,0.7250392436981201,0.9792672991752625,0.6016775369644165,4530,,84550615,386097,
2016-06-06,,,,,,,,,,,,,10088,,86400000,,
2016-06-07,,,,,,,,,,,,,10366,,86400000,,
2016-06-08,,,,,,,,,,,,,5069,,86400000,,
2016-06-09,,,,,,,,,,,,,3047,,80732609,783786,
2016-06-10,,,,,,,,,,,,,2471,2249566,81307840,1470200,
2016-06-11,,480.0,,,,12.901344299316406,77.5899429321289,12.916778564453125,77.59587860107422,2.189624547958374,2.189624547958374,2.189624547958374,8067,,73986844,4650854,
2016-06-12,,,,,,,,,,,,,3202,,86400000,,
